,direction_of_climbing,climbing_speed,stepphase_FR,stepphase_FL,stepphase_HR,stepphase_HL,stride-length_FR,stride-length_FL,stride-length_HR,stride-length_HL,dynamics_FR,dynamics_FL,dynamics_HR,dynamics_HL,mid_stance_wrist_angles_mean_FR,mid_stance_wrist_angles_mean_FL,mid_stance_wrist_angles_mean_HR,mid_stance_wrist_angles_mean_HL
56,b'UP',2009.0,b'stance0002',b'stance0002',b'stride0003',b'stance0005',,,235.08332628394916,,,,130.0917756950501,,,77.55528650650545,,162.87465047392755
57,b'UP',2009.0,b'stride0003',b'stride0003',b'stride0003',b'stance0005',0.0,234.27617666855443,235.08332628394916,,55.00627682858433,174.32427884646233,135.51472090577096,,,,,162.87465047392755
58,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,161.10570446418419,135.27065073390008,,27.35353281757058,,,162.87465047392755
59,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,156.430447962306,128.2686145015308,,27.35353281757058,,,162.87465047392755
60,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,140.2348660915671,124.03645855923058,,27.35353281757058,,,162.87465047392755
61,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,138.99251871256357,111.34489234975675,,27.35353281757058,,,162.87465047392755
62,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,127.25929551233922,97.29702110135135,,27.35353281757058,,,162.87465047392755
63,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,124.01273092347675,80.87170552866449,,27.35353281757058,,,162.87465047392755
64,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,108.1075628501488,69.8137015850101,,27.35353281757058,,,162.87465047392755
65,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,88.37807596266308,64.74899821916648,,27.35353281757058,,,162.87465047392755
66,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,75.95049852870522,52.539117653869276,,27.35353281757058,,,162.87465047392755
67,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,46.704938814993646,47.72320590482273,,27.35353281757058,,,162.87465047392755
68,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,33.01248043208333,35.72402901016901,,27.35353281757058,,,162.87465047392755
69,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,158.86291105357884,30.84664020372265,,27.35353281757058,,,162.87465047392755
70,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,43.29861495455933,15.974966952414047,,27.35353281757058,,,162.87465047392755
71,b'UP',2009.0,b'stance0003',b'stride0003',b'stride0003',b'stance0005',,234.27617666855443,235.08332628394916,,,38.30692123446145,8.62550692191912,,27.35353281757058,,,162.87465047392755
72,b'UP',2009.0,b'stride0004',b'stance0003',b'stance0003',b'stance0005',0.0,,,,172.71910195220974,,,,,75.96511609411509,95.77540908038429,162.87465047392755
73,b'UP',2009.0,b'stance0004',b'stance0003',b'stance0003',b'stance0005',,,,,,,,,,75.96511609411509,95.77540908038429,162.87465047392755
74,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stance0005',204.85774643419376,,,,158.27684527811795,,,,,75.96511609411509,95.77540908038429,162.87465047392755
75,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,159.7545525949013,,,131.75996511585853,,75.96511609411509,95.77540908038429,
76,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,147.5273924225344,,,123.43698125420698,,75.96511609411509,95.77540908038429,
77,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,137.07536767886702,,,109.89798852162137,,75.96511609411509,95.77540908038429,
78,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,132.1461775604412,,,96.8634451393733,,75.96511609411509,95.77540908038429,
79,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,119.5055538057654,,,81.82654866256154,,75.96511609411509,95.77540908038429,
80,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,113.87072640146773,,,66.04183922838168,,75.96511609411509,95.77540908038429,
81,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,100.12788103201652,,,55.57430596097755,,75.96511609411509,95.77540908038429,
82,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,91.77460774810177,,,50.86831388454465,,75.96511609411509,95.77540908038429,
83,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,84.39397714196069,,,39.89068403863169,,75.96511609411509,95.77540908038429,
84,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,73.45165546386923,,,27.097704164640213,,75.96511609411509,95.77540908038429,
85,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,66.56448992026637,,,24.692493137448622,,75.96511609411509,95.77540908038429,
86,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,50.31814980340141,,,20.338694319516698,,75.96511609411509,95.77540908038429,
87,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stride0006',204.85774643419376,,,200.27956089492994,48.22073317484759,,,17.30581245166269,,75.96511609411509,95.77540908038429,
88,b'UP',2009.0,b'stride0005',b'stance0003',b'stance0003',b'stance0006',204.85774643419376,,,,43.307749202236494,,,,,75.96511609411509,95.77540908038429,170.7939596248079
89,b'UP',2009.0,b'stance0005',b'stance0003',b'stride0004',b'stance0006',,,229.88072209033228,,,,124.81193290215475,,28.83036279438984,75.96511609411509,,170.7939596248079
90,b'UP',2009.0,b'stance0005',b'stance0003',b'stride0004',b'stance0006',,,229.88072209033228,,,,130.88922769422243,,28.83036279438984,75.96511609411509,,170.7939596248079
91,b'UP',2009.0,b'stance0005',b'stance0003',b'stride0004',b'stance0006',,,229.88072209033228,,,,124.9148069043799,,28.83036279438984,75.96511609411509,,170.7939596248079
92,b'UP',2009.0,b'stance0005',b'stance0003',b'stride0004',b'stance0006',,,229.88072209033228,,,,114.15346573985512,,28.83036279438984,75.96511609411509,,170.7939596248079
93,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,163.94480587595265,112.15862748972772,,28.83036279438984,,,170.7939596248079
94,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,158.45696594661942,110.93529069486574,,28.83036279438984,,,170.7939596248079
95,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,149.35038175368703,105.78499303861669,,28.83036279438984,,,170.7939596248079
96,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,135.6531237727955,88.35570780170855,,28.83036279438984,,,170.7939596248079
97,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,124.96904240359757,76.59112268343574,,28.83036279438984,,,170.7939596248079
98,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,107.54216179046185,64.80644908196115,,28.83036279438984,,,170.7939596248079
99,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,92.19436112687418,55.98295296631448,,28.83036279438984,,,170.7939596248079
100,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,79.17852045215082,51.50642343202679,,28.83036279438984,,,170.7939596248079
101,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,63.53826845080373,41.371891315412356,,28.83036279438984,,,170.7939596248079
102,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,43.6267571115209,30.546274544853794,,28.83036279438984,,,170.7939596248079
103,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,37.101564620537204,19.31506779075512,,28.83036279438984,,,170.7939596248079
104,b'UP',2009.0,b'stance0005',b'stride0004',b'stride0004',b'stance0006',,218.16698949054788,229.88072209033228,,,38.81581903409396,16.134904547125835,,28.83036279438984,,,170.7939596248079
105,b'UP',2009.0,b'stride0006',b'stride0004',b'stance0004',b'stance0006',240.53334488260492,218.16698949054788,,,165.6161224105389,40.9816268644651,,,,,109.38155435885996,170.7939596248079
106,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,166.93944585960702,,,133.67057207162074,,85.78732768467832,109.38155435885996,
107,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,160.93892926379726,,,129.39468652885827,,85.78732768467832,109.38155435885996,
108,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,154.69255953650466,,,114.14367627624354,,85.78732768467832,109.38155435885996,
109,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,147.50659205171377,,,109.53944432122526,,85.78732768467832,109.38155435885996,
110,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,137.08343835131282,,,94.37617162881479,,85.78732768467832,109.38155435885996,
111,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,130.3011400182751,,,78.64977676215514,,85.78732768467832,109.38155435885996,
112,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,117.92516461317952,,,67.43848785532133,,85.78732768467832,109.38155435885996,
113,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,99.65635443232944,,,55.69148645353918,,85.78732768467832,109.38155435885996,
114,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,92.60126795907398,,,47.81539100334608,,85.78732768467832,109.38155435885996,
115,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,81.72159032795952,,,37.95033360785892,,85.78732768467832,109.38155435885996,
116,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,66.7036757430632,,,29.35340186581421,,85.78732768467832,109.38155435885996,
117,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stride0007',240.53334488260492,,,227.3510359509856,54.40341329359923,,,18.603223294669657,,85.78732768467832,109.38155435885996,
118,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stance0007',240.53334488260492,,,,50.07805991119911,,,,,85.78732768467832,109.38155435885996,168.63696183034904
119,b'UP',2009.0,b'stride0006',b'stance0004',b'stance0004',b'stance0007',240.53334488260492,,,,49.74162477373697,,,,,85.78732768467832,109.38155435885996,168.63696183034904
120,b'UP',2009.0,b'stride0006',b'stride0005',b'stride0005',b'stance0007',240.53334488260492,225.9476588110259,244.8368695266529,,56.28316921292648,168.18664185360785,137.80651599867403,,,,,168.63696183034904
121,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,161.35924507233463,131.93350927207334,,34.136926824176534,,,168.63696183034904
122,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,147.51874722310296,121.9207145878597,,34.136926824176534,,,168.63696183034904
123,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,140.60938750858534,116.23596061354134,,34.136926824176534,,,168.63696183034904
124,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,127.40119777580799,106.50041150117183,,34.136926824176534,,,168.63696183034904
125,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,116.10445286166942,83.75632895602584,,34.136926824176534,,,168.63696183034904
126,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,99.30067267424785,75.19729969664353,,34.136926824176534,,,168.63696183034904
127,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,86.5437576336007,64.16221078308838,,34.136926824176534,,,168.63696183034904
128,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,74.34733987473257,57.15010042864484,,34.136926824176534,,,168.63696183034904
129,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,59.94640779200434,48.695432925801065,,34.136926824176534,,,168.63696183034904
130,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,50.35717101880244,37.42578763865282,,34.136926824176534,,,168.63696183034904
131,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,40.81849550981667,23.569120473270097,,34.136926824176534,,,168.63696183034904
132,b'UP',2009.0,b'stance0006',b'stride0005',b'stride0005',b'stance0007',,225.9476588110259,244.8368695266529,,,35.478411532014235,14.851733332790005,,34.136926824176534,,,168.63696183034904
133,b'UP',2009.0,b'stride0007',b'stance0005',b'stride0005',b'stance0007',178.62165139475172,,244.8368695266529,,158.55792296460766,,11.088128907460472,,,80.82822140239263,,168.63696183034904
134,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,154.35630685175605,,,142.43190015889172,,80.82822140239263,105.00868570471748,
135,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,149.5681087092425,,,134.23740585321076,,80.82822140239263,105.00868570471748,
136,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,142.7029217081991,,,122.95399068019078,,80.82822140239263,105.00868570471748,
137,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,135.05789763493493,,,114.36323918552469,,80.82822140239263,105.00868570471748,
138,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,126.70153781982683,,,109.48549511007766,,80.82822140239263,105.00868570471748,
139,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,119.21196163450662,,,88.13708496732553,,80.82822140239263,105.00868570471748,
140,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,108.06807056670401,,,71.08377728752569,,80.82822140239263,105.00868570471748,
141,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,97.14376369011231,,,59.136516422180236,,80.82822140239263,105.00868570471748,
142,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,86.48771828233848,,,52.753877526199524,,80.82822140239263,105.00868570471748,
143,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,81.13706710106774,,,45.27802541338458,,80.82822140239263,105.00868570471748,
144,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,65.43972233455801,,,37.58886170517466,,80.82822140239263,105.00868570471748,
145,b'UP',2009.0,b'stride0007',b'stance0005',b'stance0005',b'stride0008',178.62165139475172,,,224.15216563482616,49.69446991989861,,,31.06528475649373,,80.82822140239263,105.00868570471748,
146,b'UP',2009.0,b'stance0007',b'stance0005',b'stance0005',b'stride0008',,,,224.15216563482616,,,,22.23940674946346,,80.82822140239263,105.00868570471748,
